	Common Settings,	
	.Source/Sweep Points,	101
	.Repeat,	0
	.Source to Measure Delay,	0.005
	.Measure Window,	16.667 ms
	.NPLC,	1
	.Channel,	drain
	..Instrument,	My 2636B
	...Model,	2636B
	...Serial Number,	4407529
	..Source Settings,	
	...Mode,	DC
	...Function,	Voltage Bias
	...Range,	Auto
	...Bias Level,	1
	...Limit,	0.1
	..Measure Settings,	
	...Voltage,	Measured
	...Current,	True
	...Range,	Auto
	...Minimum Range,	1E-10
	...Resistance,	False
	...Power,	False
	...Auto Zero,	On
	..Instrument Settings,	
	...Input Terminals,	Rear
	...Sense,	2-Wire
	...Output Off,	Normal
	...High Capacitance,	False
	.Channel,	gate
	..Instrument,	My 2636B
	...Model,	2636B
	...Serial Number,	4407529
	..Source Settings,	
	...Mode,	DC
	...Function,	Voltage Sweep
	...Type,	Linear
	...Dual Sweep,	Disabled
	...Range,	Auto
	...Start,	5
	...Stop,	-5
	...Step,	-0.1
	...Limit,	0.001
	..Measure Settings,	
	...Voltage,	Measured
	...Current,	True
	...Range,	0.1
	...Resistance,	False
	...Power,	False
	...Auto Zero,	On
	..Instrument Settings,	
	...Input Terminals,	Rear
	...Sense,	2-Wire
	...Output Off,	Normal
	...High Capacitance,	False

"Index","drain Time (s)","drain Voltage (V)","drain Current (A)","gate Voltage (V)","gate Current (A)"
"1","1.72E-05","1","0.045436126201151","5","0.045436126201151"
"2","0.0347825","1","0.795017599964057","4.9","0.795017599964057"
"3","0.0906624","1","0.584183246169325","4.8","0.584183246169325"
"4","0.1264481","1","0.469245739034026","4.7","0.469245739034026"
"5","0.1621577","1","0.577659565758733","4.6","0.577659565758733"
"6","0.1969977","1","0.387968717323602","4.5","0.387968717323602"
"7","0.2314952","1","0.019282490024009","4.4","0.019282490024009"
"8","0.2665921","1","0.188520500524212","4.3","0.188520500524212"
"9","0.301283","1","0.684242122193911","4.2","0.684242122193911"
"10","0.3365973","1","0.809003066648265","4.1","0.809003066648265"
"11","0.3717714","1","0.667830670097764","4","0.667830670097764"
"12","0.4059321","1","0.927439636982716","3.9","0.927439636982716"
"13","0.4406298","1","0.483161723931861","3.8","0.483161723931861"
"14","0.4753471","1","0.178997093429322","3.7","0.178997093429322"
"15","0.5094772","1","0.383325599312468","3.6","0.383325599312468"
"16","0.5451685","1","0.504926521100535","3.5","0.504926521100535"
"17","0.5793658","1","0.713322561566403","3.4","0.713322561566403"
"18","0.6141093","1","0.200956474617569","3.3","0.200956474617569"
"19","0.6495478","1","0.571586294831515","3.2","0.571586294831515"
"20","0.6844203","1","0.157672017886151","3.1","0.157672017886151"
"21","0.7185633","1","0.376165961090553","3","0.376165961090553"
"22","0.7535626","1","0.563074548990966","2.9","0.563074548990966"
"23","0.7887466","1","0.177684559103886","2.8","0.177684559103886"
"24","0.823966","1","0.174795617896503","2.7","0.174795617896503"
"25","0.8585177","1","0.765132650157964","2.6","0.765132650157964"
