	Common Settings,	
	.Source/Sweep Points,	101
	.Repeat,	0
	.Source to Measure Delay,	0.005
	.Measure Window,	16.667 ms
	.NPLC,	1
	.Channel,	drain
	..Instrument,	My 2636B
	...Model,	2636B
	...Serial Number,	4407529
	..Source Settings,	
	...Mode,	DC
	...Function,	Voltage Sweep
	...Type,	Linear
	...Dual Sweep,	Disabled
	...Range,	Auto
	...Start,	2
	...Stop,	-2
	...Step,	-0.04
	...Limit,	0.001
	..Measure Settings,	
	...Voltage,	Measured
	...Current,	True
	...Range,	Auto
	...Minimum Range,	1E-10
	...Resistance,	False
	...Power,	False
	...Auto Zero,	Once
	..Instrument Settings,	
	...Input Terminals,	Rear
	...Sense,	2-Wire
	...Output Off,	Normal
	...High Capacitance,	False
	.Channel,	gate
	..Instrument,	My 2636B
	...Model,	2636B
	...Serial Number,	4407529
	..Source Settings,	
	...Mode,	DC
	...Function,	Voltage Bias
	...Range,	Auto
	...Bias Level,	5
	...Limit,	0.001
	..Measure Settings,	
	...Voltage,	Measured
	...Current,	True
	...Range,	Auto
	...Minimum Range,	1E-10
	...Resistance,	False
	...Power,	False
	...Auto Zero,	Once
	..Instrument Settings,	
	...Input Terminals,	Rear
	...Sense,	2-Wire
	...Output Off,	Normal
	...High Capacitance,	False

"Index","drain Time (s)","drain Voltage (V)","drain Current (A)","gate Voltage (V)","gate Current (A)"
"1","1.5E-05","2","0.588702812133684","5","0.588702812133684"
"2","0.0478566","1.96","0.692979658345217","5","0.692979658345217"
"3","0.0922429","1.92","0.07703369533505","5","0.07703369533505"
"4","0.1390987","1.88","0.476347153296856","5","0.476347153296856"
"5","0.186381","1.84","0.0497519197174124","5","0.0497519197174124"
"6","0.2319275","1.8","0.772469689497943","5","0.772469689497943"
"7","0.2830625","1.76","0.912942504935405","5","0.912942504935405"
"8","0.3290948","1.72","0.229293822417638","5","0.229293822417638"
"9","0.375658","1.68","0.972110424643434","5","0.972110424643434"
"10","0.4208098","1.64","0.91517105554937","5","0.91517105554937"
"11","0.4669979","1.6","0.908257751682893","5","0.908257751682893"
"12","0.5130643","1.56","0.429336752942454","5","0.429336752942454"
"13","0.5635261","1.52","0.114795110707542","5","0.114795110707542"
"14","0.610012","1.48","0.834352074113838","5","0.834352074113838"
"15","0.6558473","1.44","0.555106152573184","5","0.555106152573184"
"16","0.7014997","1.4","0.72132325019749","5","0.72132325019749"
"17","0.7472324","1.36","0.289117281459792","5","0.289117281459792"
"18","0.7984773","1.32","0.775686247635487","5","0.775686247635487"
"19","0.8447171","1.28","0.805127136318538","5","0.805127136318538"
"20","0.8911438","1.24","0.296074396137183","5","0.296074396137183"
"21","0.946454","1.2","0.87272687017579","5","0.87272687017579"
